[vmvm - main (2012-09-05 11:41:18,184)] INFO edu.columbia.cs.psl.vmvm.chroot.FSDetector.main(56) | Building links
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:116)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:79)
[vmvm - main (2012-09-05 13:59:39,226)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(73) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.ArrayIndexOutOfBoundsException: 1
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitMethodInsn(SandboxPropogatingMV.java:68)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:58)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:163)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:190)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:187)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:116)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:79)
[vmvm - main (2012-09-05 14:55:32,545)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.IllegalArgumentException: value null
	at org.objectweb.asm.ClassWriter.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitLdcInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitLdcInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.InvivoAdapter._generateClone(InvivoAdapter.java:154)
	at edu.columbia.cs.psl.vmvm.asm.InvivoAdapter.cloneValAtTopOfStack(InvivoAdapter.java:80)
	at edu.columbia.cs.psl.vmvm.asm.StaticFieldIsolatorMV.visitEnd(StaticFieldIsolatorMV.java:30)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:36:24,227)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.MethodWriter.visitLocalVariable(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitLocalVariable(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitLocalVariable(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitLocalVariable(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitLocalVariable(SandboxPropogatingMV.java:45)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitEnd(SandboxPropogatingMV.java:37)
	at org.objectweb.asm.MethodVisitor.visitEnd(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:41:29,850)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.ArrayIndexOutOfBoundsException: -1
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.InvivoAdapter.setSandboxFlag(InvivoAdapter.java:70)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.onMethodEnter(SandboxPropogatingMV.java:65)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:41:56,141)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.ArrayIndexOutOfBoundsException: -1
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.InvivoAdapter.setSandboxFlag(InvivoAdapter.java:71)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.onMethodEnter(SandboxPropogatingMV.java:65)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:42:05,873)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.ArrayIndexOutOfBoundsException: -1
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.Frame.a(Unknown Source)
	at org.objectweb.asm.MethodWriter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.InvivoAdapter.setSandboxFlag(InvivoAdapter.java:72)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.onMethodEnter(SandboxPropogatingMV.java:65)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitCode(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:53:20,696)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:58)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 15:59:51,102)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:58)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:00:22,855)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:58)
	at org.objectweb.asm.commons.LocalVariablesSorter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:01:48,256)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:58)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:02:31,982)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:59)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:02:59,267)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:59)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:03:11,887)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
	at org.objectweb.asm.commons.AdviceAdapter.pushValue(Unknown Source)
	at org.objectweb.asm.commons.AdviceAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at edu.columbia.cs.psl.vmvm.asm.SandboxPropogatingMV.visitVarInsn(SandboxPropogatingMV.java:59)
	at org.objectweb.asm.commons.InstructionAdapter.load(Unknown Source)
	at org.objectweb.asm.commons.InstructionAdapter.visitVarInsn(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at org.objectweb.asm.ClassReader.accept(Unknown Source)
	at edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(Instrumenter.java:60)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processClass(Instrumenter.java:165)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:192)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter.processDirectory(Instrumenter.java:189)
	at edu.columbia.cs.psl.vmvm.Instrumenter._main(Instrumenter.java:118)
	at edu.columbia.cs.psl.vmvm.Instrumenter.main(Instrumenter.java:81)
[vmvm - main (2012-09-05 16:04:16,941)] ERROR edu.columbia.cs.psl.vmvm.Instrumenter.instrumentClass(75) | Exception processing class: /Users/jon/Documents/PSL/Projects/in-vivo/vmvm/instrumented-test/bin/edu/columbia/cs/psl/vmvm/test/SimpleClass.class
java.lang.NullPointerException
